visitorid,itemid,rating
198270,158912,111
198270,164649,111
198270,167337,111
198270,171030,111
198270,172277,111
198270,174489,114
198270,190594,111
198270,196629,111
198270,199277,121
198270,207178,111
198270,208244,112
198270,220066,113
198270,234613,113
198270,236000,111
198270,236376,111
198270,243795,111
198270,244315,112
198270,244819,112
198270,249027,111
198270,252344,223
198270,252622,113
198270,265119,112
198270,270523,111
198270,272331,112
198270,272604,113
198270,277247,101
198270,283269,111
198270,285192,112
198270,285411,101
198270,288249,111
198270,303573,113
198270,304745,112
198270,314801,111
198270,319196,112
198270,319602,112
198270,322190,112
198270,325310,111
198270,326775,113
198270,330035,111
198270,330370,113
198270,331514,111
198270,332108,113
198270,332569,111
198270,334401,101
198270,346650,113
198270,346901,111
198270,353604,111
198270,354627,111
198270,355393,111
198270,355464,112
198270,357650,122
198270,359329,111
198270,363206,111
198270,369158,102
198270,370395,111
198270,372002,111
198270,380511,111
198270,387832,111
198270,392082,111
198270,400442,101
198270,402992,111
198270,405380,135
198270,415818,111
198270,416850,102
198270,424193,112
198270,444190,111
198270,447848,111
198270,450156,111
198270,453537,111
198270,454443,111
198270,460187,111
198270,460765,113
198270,466603,112
198299,446861,118
198573,9745,120
198573,13711,111
198573,143418,111
198764,167122,101
198921,222888,113
199033,448494,111
199153,346437,115
199297,134762,114
199473,362068,114
199880,46995,111
199919,226628,141
199929,210408,113
200073,17322,112
200073,130776,111
200161,175749,112
200262,202512,112
200329,202238,111
200442,287588,111
200442,461180,113
200454,23683,116
200559,286217,333
200559,435002,112
200742,239006,111
200824,38336,110
201005,99946,112
201024,392162,112
201183,157187,235
201495,78268,111
201495,342264,110
201495,449391,112
201690,350384,113
201718,273872,111
202009,362606,112
202080,127631,123
202080,366691,127
202290,432409,113
202410,355511,141
202449,312414,111
202825,361976,101
202835,192413,117
203017,17724,111
203017,461686,101
203051,124476,110
203051,292244,125
203051,384668,111
203197,173619,111
203225,432152,111
203482,60980,111
203490,40630,132
203490,312929,153
203490,461686,153
203525,388223,101
203561,409793,101
203639,188320,111
203639,399983,111
203828,173660,113
203828,209709,112
203851,444190,115
203955,65593,113
203974,350384,111
204097,436172,115
204101,415301,112
204180,72118,113
204276,226089,111
204328,324694,103
204341,343256,110
204392,15903,106
204458,382885,113
204496,20092,111
204831,361734,112
204853,303715,123
204995,215704,111
205085,26515,110
205139,114342,118
205203,340375,111
205453,375938,112
205501,148123,114
206021,452661,101
206078,89106,115
206238,250019,111
206291,391220,112
207043,194010,111
207157,120089,113
207360,263765,115
207663,120098,122
207663,148707,113
207663,203205,111
207737,76422,111
207917,449489,110
208352,126307,114
208452,272969,112
208539,54435,111
208560,41169,102
208560,187132,112
208662,289915,111
208662,391305,222
208678,445728,128
208998,266024,102
209170,285870,117
209317,461686,111
209372,209225,111
209395,450758,111
209415,410056,115
209453,226776,101
209550,822,114
209557,306492,112
209591,254324,112
209895,28948,110
209918,92466,110
209918,369447,115
209959,292676,114
209964,96375,101
209964,215201,110
209964,215355,101
210176,162491,116
210282,140156,115
210349,310599,112
210388,242596,113
210644,402462,113
210860,406473,103
211122,98407,114
211130,418211,111
211211,440128,113
211269,309778,129
211278,461455,111
211300,365787,101
211412,131828,114
211412,220950,124
211550,223829,111
211574,101184,222
211590,368024,110
211706,18724,110
211706,199158,111
211706,461233,121
211887,261589,114
212213,332629,112
212442,212108,113
212442,215879,113
212610,461686,114
212886,217605,112
213089,42002,111
213098,465276,121
213137,133224,111
213145,21198,112
213145,23762,111
213145,27537,111
213145,44845,111
213145,50443,112
213145,73759,111
213145,105601,111
213145,117075,112
213145,181227,111
213145,205139,112
213145,207546,111
213145,222294,114
213145,263606,111
213145,286731,112
213145,361038,111
213145,378223,112
213145,382499,112
213145,445105,114
213213,148233,110
213240,241274,111
213276,350103,216
213323,148666,111
213378,233298,111
213393,310233,114
213467,1382,117
213518,238005,104
213865,212917,111
213901,71380,112
213910,355186,111
214083,302858,111
214105,275219,111
214105,310233,111
214193,130208,111
214193,159780,111
214421,355928,126
214426,25590,112
214479,1152,110
214479,122604,110
214479,233427,110
214479,293420,110
214479,336121,110
214762,277271,110
214786,167827,111
214957,398115,111
214985,370365,111
215049,1035,111
215049,2966,115
215049,121634,111
215049,341129,113
215049,421548,112
215049,441345,112
215082,187119,111
215257,329615,111
215474,268081,111
215703,66905,112
215902,101288,112
216020,208939,114
216160,27127,114
216471,178294,112
216471,296598,111
216650,340921,111
216662,387164,223
216984,388897,111
216994,100944,112
217089,361748,101
217214,167871,111
217419,91888,114
217419,138982,111
217712,12765,117
217773,308648,103
217982,161182,112
218081,192213,111
218217,30314,211
218274,134191,112
218469,41803,113
218640,278843,111
218648,5290,113
218648,12217,112
218648,20542,111
218648,29167,111
218648,29879,111
218648,48030,113
218648,79524,111
218648,89076,113
218648,89464,111
218648,111604,111
218648,119364,111
218648,121595,112
218648,127879,111
218648,178498,111
218648,234255,111
218648,305813,111
218648,307588,111
218648,354585,111
218648,427380,122
218648,438759,112
218648,444931,111
218648,446271,111
218658,180363,114
218828,161571,113
218828,210571,111
218828,283115,111
218828,293311,112
218828,369000,111
218828,425758,111
218871,81995,111
219013,111830,103
219105,283115,102
219332,20407,121
219588,182086,113
219588,445937,114
219768,359361,101
219788,19545,110
219788,59004,110
219788,159562,110
219788,165876,111
219788,272649,112
219788,392583,110
219788,417970,110
219788,428756,111
219788,445681,110
219788,451600,111
219874,442172,115
219932,118742,112
220099,394590,111
220296,116974,101
220300,411934,111
220379,82278,102
220386,179349,111
220404,158498,113
220481,117352,112
220840,89418,113
220840,315901,202
220840,435047,103
220911,258335,113
220948,373490,112
221046,333093,102
221055,386607,115
221099,361431,229
221176,197919,115
221190,80435,111
221211,445457,102
221249,228229,110
221249,388536,110
221331,108486,113
221662,442837,113
221764,436549,111
221809,455887,112
221868,77923,111
221868,412813,112
221998,82278,112
222046,27847,136
222046,109583,112
222046,121865,118
222046,157256,112
222046,173780,114
222046,175746,111
222046,212091,116
222046,222119,115
222046,265896,114
222046,281103,111
222046,286962,114
222046,321089,101
222046,349604,118
222046,363831,121
222046,367726,114
222046,383841,111
222046,398436,113
222174,25235,111
222174,463122,112
222350,347057,101
222350,411804,101
222411,441852,110
222425,461686,113
222459,172894,111
222475,306297,112
222534,399531,113
222570,71053,113
222575,148360,112
222696,269268,111
223283,456602,110
223303,69689,113
223493,133907,111
223972,328548,112
223996,11206,115
223996,413241,117
224248,229504,114
224497,334273,113
224553,144936,111
224732,164035,342
224773,367490,110
224777,92466,110
224777,378637,111
224781,132683,103
224841,81154,111
224855,80435,111
224855,418693,111
224928,344428,111
224928,436056,110
225006,193518,114
225030,154682,112
225043,274051,112
225043,415833,112
225053,9199,101
225109,325065,112
225267,355393,116
225607,170671,114
225633,34857,111
225737,37254,111
225810,271896,112
225852,445351,114
225865,7943,112
225936,80965,111
225990,324209,110
226068,441751,111
226075,417927,113
226080,355287,111
226088,221290,111
226117,358211,111
226251,262815,124
226296,328025,113
226308,217043,111
226445,271019,101
226547,460553,111
226726,444603,112
226943,438554,110
226999,43267,114
227054,217673,112
227091,7943,113
227091,17322,111
227091,17478,112
227091,23762,126
227091,35779,111
227091,40970,112
227091,44261,111
227091,51629,121
227091,57772,112
227091,63899,111
227091,83707,123
227091,122329,111
227091,124193,111
227091,127948,111
227091,129624,111
227091,129672,111
227091,132126,111
227091,142671,111
227091,150173,111
227091,153455,123
227091,177257,111
227091,181973,112
227091,196477,123
227091,203728,111
227091,208450,112
227091,235427,112
227091,254776,111
227091,259189,111
227091,260609,111
227091,267542,111
227091,275559,111
227091,279052,112
227091,282298,111
227091,294245,111
227091,298396,111
227091,305503,112
227091,306045,113
227091,314789,114
227091,318206,112
227091,338794,111
227091,346212,113
227091,359109,112
227091,368841,114
227091,373107,111
227091,382674,111
227091,386636,113
227091,400093,111
227091,406601,111
227091,421987,112
227091,434033,112
227091,436004,113
227091,445351,111
227091,446590,111
227174,356569,102
227343,243355,125
227571,198364,111
227781,23489,113
227781,115958,112
227781,234960,120
227781,421471,110
227926,65633,112
227926,66330,111
227926,254957,111
227926,257308,111
227926,284061,111
228040,190034,116
228175,450627,111
228280,129356,112
228280,157784,113
228608,208939,120
228610,333606,112
228703,81705,111
229076,368260,113
229157,457162,125
229291,445351,112
229321,181576,112
229432,192144,112
229502,12720,102
229737,126557,112
229737,318117,113
229841,174882,111
229868,258690,111
229872,309778,113
230215,201311,113
230215,323641,235
230233,403039,101
230237,217278,111
230237,416295,101
230380,191494,112
230478,443709,114
230498,92078,114
230526,83280,124
230847,22495,125
231047,213834,102
231047,445351,118
231131,181246,113
231156,62507,110
231275,324290,126
231565,316140,111
231570,466321,118
231740,308991,118
231908,255708,111
232097,415610,113
232133,301656,111
232227,51354,122
232235,222888,112
232275,348196,111
232278,228392,111
232309,23332,110
232309,222150,110
232309,294531,110
232309,321876,110
232337,243626,113
232491,361554,111
232605,55067,114
232636,315405,111
233038,25298,111
233054,351585,114
233092,248760,110
233156,144635,121
233297,185535,113
233297,445351,114
233323,140730,110
233349,430845,111
233733,465565,111
233862,359985,111
233899,37254,111
233979,81434,111
233979,153778,112
233979,173223,111
233979,242372,111
233979,245810,111
233979,281854,111
233979,328298,111
233979,364875,112
233979,385520,111
233979,398397,111
233979,433697,111
233979,442150,111
234161,192284,112
234318,234988,111
234475,125927,114
234593,224110,127
234593,272455,115
234870,383289,113
234941,29700,123
234941,94605,124
235067,238394,119
235387,321712,115
235392,317296,111
235392,321080,111
235460,85914,113
235498,12609,113
235560,148426,112
235606,70237,111
235906,5470,111
236158,161666,112
236211,175907,111
236213,218130,225
236229,384302,112
236392,190070,123
236507,215172,111
236545,156812,111
236545,379513,112
236747,34926,112
236800,55925,111
236963,268755,103
237072,434277,110
237262,305496,111
237278,41898,110
237286,436549,102
237326,396007,114
237326,420463,110
237408,262258,112
237434,448220,102
237467,354153,104
237497,379520,131
237521,300967,114
237573,309275,115
237614,379273,110
237865,104116,110
237865,381613,114
237865,446645,110
237886,217605,111
238199,9877,107
238199,220678,120
238270,456414,112
238300,222744,112
238432,48661,111
238437,241555,117
238442,20395,115
238511,130451,115
238722,364916,115
238781,7943,111
238831,266100,111
238847,312920,110
239279,40058,112
239319,422425,119
239362,227790,112
239439,78729,110
239564,132507,113
239564,148034,111
239564,217585,111
239564,248127,111
239825,144145,112
239974,72721,112
240176,32402,104
240222,294267,110
240290,422376,113
240463,157813,113
240496,248455,110
240556,76024,110
240556,168944,111
240564,422679,111
240645,429846,113
240800,442423,111
240998,26900,110
240998,29879,113
240998,37403,220
240998,90897,220
240998,100370,110
240998,192251,112
240998,301718,110
240998,309438,220
240998,326457,110
240998,369158,111
240998,385819,110
240998,402462,230
241145,230099,111
241145,291609,103
241145,396265,102
241246,141157,112
241246,182003,111
241356,181315,112
241356,397949,119
241583,190260,127
241743,403215,101
241863,232166,112
242105,10034,101
242105,248189,103
242105,350629,115
242105,360380,101
242105,408737,101
242485,339808,113
242520,208637,111
242567,147879,111
242654,361142,112
242654,373823,101
242654,450082,112
242663,107020,112
242740,390799,114
242826,317557,111
242861,20092,112
242985,36130,111
243025,182991,121
243025,227653,114
243025,255729,110
243070,294773,123
243070,459835,124
243182,465511,112
243572,465554,114
243592,295613,111
243636,154704,115
243636,423897,116
243939,48030,113
244123,3656,110
244123,153437,110
244123,311292,110
244123,411858,110
244123,438484,110
244468,55251,115
244468,95933,112
244531,149723,128
244553,358417,113
244556,297726,103
244583,51650,113
244603,322666,112
244756,34763,122
244756,121553,111
244756,350764,111
244756,398004,112
244756,428272,111
244835,373665,111
244835,438381,111
244838,102573,115
244853,156644,111
244853,194562,112
244853,199018,113
244853,216556,112
245293,186765,112
245293,318297,141
245608,89775,111
245765,300878,111
245770,436034,114
245823,413476,132
245823,414302,126
245983,464404,114
246158,383912,223
246235,283573,101
246785,43055,110
246785,64747,111
246785,91556,111
246785,155485,110
246785,206000,120
246785,233008,111
246785,390289,110
246796,217328,127
246796,444177,115
246828,30350,111
246828,216592,111
246992,315545,111
247005,169978,111
247024,92198,111
247235,2567,214
247235,2980,128
247235,8588,123
247235,9172,113
247235,19078,112
247235,20740,112
247235,21790,112
247235,21970,114
247235,22926,111
247235,25857,111
247235,29579,112
247235,36464,111
247235,37029,111
247235,37197,111
247235,42146,113
247235,46971,111
247235,50969,112
247235,52733,102
247235,52815,111
247235,56441,111
247235,60138,112
247235,67889,111
247235,76918,112
247235,80299,111
247235,85914,107
247235,91152,111
247235,91888,113
247235,95042,112
247235,103127,111
247235,104560,103
247235,110583,111
247235,111257,114
247235,114149,113
247235,122231,111
247235,125530,111
247235,125780,113
247235,131745,128
247235,133504,122
247235,136611,111
247235,148328,113
247235,150540,110
247235,152655,111
247235,152824,111
247235,155821,111
247235,163350,111
247235,170390,115
247235,172033,102
247235,172309,111
247235,179601,112
247235,179788,121
247235,190000,115
247235,197498,110
247235,199647,122
247235,202580,111
247235,206218,111
247235,211592,114
247235,212412,113
247235,212917,111
247235,213876,112
247235,216597,111
247235,222333,111
247235,224832,112
247235,241555,111
247235,242981,112
247235,244834,114
247235,248455,227
247235,255528,111
247235,260257,110
247235,266692,111
247235,267196,103
247235,268883,112
247235,277139,111
247235,277490,111
247235,278059,115
247235,279310,110
247235,282385,123
247235,285608,115
247235,287413,112
247235,303715,111
247235,303960,112
247235,303969,111
247235,305798,111
247235,313723,110
247235,319602,113
247235,320206,113
247235,322588,112
247235,327413,111
247235,332721,111
247235,334520,113
247235,336891,111
247235,341486,111
247235,342264,112
247235,346213,111
247235,346424,112
247235,352378,111
247235,354153,112
247235,354585,112
247235,355671,112
247235,356740,112
247235,359567,111
247235,363109,111
247235,365411,121
247235,368403,123
247235,369933,226
247235,373842,113
247235,375730,112
247235,380511,111
247235,384302,111
247235,386609,111
247235,388338,115
247235,389525,113
247235,389814,112
247235,390295,111
247235,395749,122
247235,410995,114
247235,415062,102
247235,428067,110
247235,434487,112
247235,435618,111
247235,445860,112
247235,450778,111
247235,455804,111
247235,457539,111
247235,459721,111
247235,461190,114
247235,462271,111
247235,463663,111
247235,464315,111
247235,466259,112
247247,216647,113
247560,63727,112
247916,141908,112
247967,51920,111
248411,273822,102
248411,345694,122
248428,73123,102
248503,105063,111
248599,35317,141
248599,82229,186
248671,424506,123
248671,439194,121
248679,12217,111
248679,19545,111
248679,44631,111
248679,71733,111
248679,98387,111
248679,111240,111
248679,119736,112
248679,175859,111
248679,183511,112
248679,184505,111
248679,188148,111
248679,218879,112
248679,230605,122
248679,302321,111
248679,324290,111
248679,337161,112
248679,340960,112
248679,342789,111
248679,345086,115
248679,348352,111
248679,376834,112
248679,404213,113
248679,415810,112
248679,416017,111
248679,418744,112
248679,421943,111
248679,441074,111
248679,444931,112
248679,446196,111
248679,461614,112
248810,424421,111
248845,174189,111
248848,77169,112
248925,135976,111
248925,456912,112
249017,236180,102
249053,159780,112
249061,409876,114
249074,237901,111
249247,73051,111
249286,281103,101
249439,40712,112
249658,106305,112
249902,322124,111
250080,11198,110
250139,445351,110
250146,171878,112
250146,218794,111
250146,461686,121
250187,28288,117
250252,34853,113
250252,397642,110
250357,249239,130
250372,14741,113
250372,22327,111
250372,295196,113
250393,410669,110
250437,288099,114
250527,212705,115
250678,2711,101
250943,222604,119
251091,92423,122
251707,260493,223
251892,143643,115
251942,369447,111
252249,113440,103
252258,100282,133
252415,275517,112
252492,351313,112
252812,323291,111
252840,116252,114
252840,204860,112
252977,145514,119
253004,299264,112
253109,69917,111
253109,211592,111
253213,111302,111
253213,328278,110
253328,239564,113
253365,282035,224
253371,130221,122
253391,230911,113
253399,191608,101
253756,257120,112
253867,418390,136
253920,151471,111
253924,92466,114
254126,210774,112
254130,25178,115
254146,9569,111
254146,173253,102
254146,266761,102
254146,322295,101
254328,20283,123
254328,35403,101
254328,61046,125
254328,108361,115
254328,131794,113
254328,201849,101
254328,203444,101
254328,272251,128
254328,293587,113
254328,304492,113
254328,315237,104
254328,346067,111
254367,413784,110
254579,10581,111
254621,404936,111
254754,298056,111
254893,69533,112
254893,201955,113
255006,33087,113
255309,165095,101
255389,115698,113
255393,20740,114
255393,146735,116
255918,92361,111
255918,122604,110
255918,373637,110
255918,422992,102
256094,464895,226
256429,122604,103
256429,214369,101
256465,394290,112
256505,373360,112
256544,37029,111
256726,413110,111
256781,51268,114
256821,151508,115
256877,16344,101
256880,371008,111
257248,286645,125
257291,286939,116
257462,426550,111
257726,57841,110
257726,259920,110
257912,180751,113
258107,20968,101
258317,124687,112
258317,330421,115
258336,132067,113
258434,189858,111
258502,369447,116
258538,271612,112
259050,323455,111
259169,126623,112
259178,293687,111
259214,215596,114
259278,25071,112
259278,216044,111
259278,277767,111
259278,319855,112
259278,373345,112
259278,389158,112
259305,360200,103
259827,250273,111
259928,111425,111
260032,420960,112
260491,398728,111
260578,172269,112
260753,306086,116
260868,57245,111
260971,392807,114
261238,106299,111
261238,159486,111
261238,193518,111
261238,226850,111
261301,233695,121
261325,217605,115
261362,310599,111
261507,340158,112
261643,461686,113
261667,373107,111
261693,351481,112
261694,312728,111
261793,233439,114
261807,46156,112
261883,344421,122
261889,316753,111
261902,122467,111
261902,131385,111
262357,9877,247
262357,319680,111
262508,389135,112
262607,383396,110
263161,73568,111
263205,243606,101
263391,248614,223
263462,161153,111
263733,188381,212
263746,338794,116
263783,299038,121
263974,329595,102
264044,139740,103
264190,107438,117
264190,119433,112
264361,274225,111
264398,430240,111
264597,454766,112
264607,124559,101
264653,37029,113
264716,410102,103
264716,461686,112
264734,298324,117
264810,325310,111
264847,331032,102
264883,272733,225
265273,18679,110
265295,29196,111
265486,277844,111
265486,400136,111
265568,157459,111
265643,153948,124
265645,436549,112
265778,1443,111
265778,65633,110
265778,223392,113
265778,321257,111
265832,144761,112
265897,47000,342
265968,198539,111
266201,303695,102
266350,5351,117
266417,301359,111
266417,445106,111
266464,137974,114
266582,208813,111
266610,94521,112
266666,144149,119
266693,390992,111
266762,38932,111
266892,325310,111
267116,435670,113
267136,142517,118
267357,37254,112
267731,278893,112
267735,347183,112
267818,207494,111
267822,285398,112
267861,369112,101
267973,389525,110
268155,307981,112
268155,354881,115
268221,97249,101
268239,41932,112
268264,257748,113
268342,193665,112
268385,148157,111
268428,192288,111
268428,232172,113
268430,259347,107
268571,355325,110
268657,181365,113
268657,438182,111
268741,239848,112
268999,257575,133
269109,124272,101
269127,26310,116
269127,83569,115
269127,103156,118
269127,192288,113
269127,253156,111
269127,256146,121
269127,287696,112
269127,307941,114
269127,346655,114
269127,441206,125
269245,453764,111
269284,348882,111
269434,244285,111
269448,288652,113
269618,340749,114
269635,18985,112
269813,273118,111
269879,273943,111
270248,462070,114
270362,17478,115
270362,23347,111
270464,77742,114
270464,178112,112
270492,137697,112
270562,229167,113
270632,436379,111
270876,466614,111
271086,25590,114
271333,78265,120
271410,73282,112
271466,28328,113
271486,92805,122
271486,256721,122
271719,238386,104
271800,78968,111
271884,290317,119
272096,360905,112
272457,217003,112
272457,350465,130
272853,336979,111
272853,436686,118
272883,30024,114
272883,41370,111
272883,237019,115
272883,253425,114
273341,63092,112
273341,171814,111
273341,239086,112
273341,303341,112
273362,312827,115
273385,55133,112
273406,120098,113
273406,124065,111
273406,140527,111
273406,246997,111
273406,256146,111
273406,410587,111
273431,411886,112
273600,140527,112
273600,245666,112
273600,343801,113
273600,421925,112
273630,256164,211
273697,158666,110
273772,184079,110
273772,214124,111
273772,327757,114
273814,69407,113
273853,134484,112
273910,17163,113
273910,140187,115
273910,279436,114
273910,324290,112
274064,117699,124
274152,17478,112
274515,91888,111
274886,98198,110
274980,111572,223
274981,137697,115
275428,163991,104
275692,222888,130
275715,266256,113
275823,365889,113
275832,415610,115
275833,79034,118
275836,410148,112
275846,398489,111
276016,259487,111
276034,302433,132
276149,347414,117
276165,345834,111
276207,416017,101
276382,253286,112
276464,331640,101
276579,49544,111
276809,136523,111
277349,226567,112
277476,420960,113
277488,148103,133
277576,52783,115
277873,253615,110
277968,312728,102
278041,199910,101
278088,337306,121
278097,7943,115
278171,109427,111
278265,451312,101
278574,113330,112
278647,449776,111
278771,264297,102
278771,446542,112
278771,460778,101
278831,243171,115
278940,78436,110
278940,103776,110
278940,117438,110
278940,175682,112
278940,354585,111
278967,200678,102
279034,388119,112
279142,285346,121
279193,68672,112
279406,48858,111
279406,171430,111
279406,304704,111
279406,314124,113
279406,336359,112
279406,439726,111
279406,442131,111
279466,276559,102
279677,113535,141
279856,186352,112
279876,114137,111
279876,250094,111
280031,305311,111
280361,317134,111
280692,207420,120
280722,352742,111
280750,25514,113
280912,150547,111
281161,449776,101
281202,384678,116
281359,246532,111
281553,213172,111
281553,461686,112
281703,461686,114
281778,409804,111
281978,57723,111
282233,385475,112
282289,160785,324
282440,148529,113
282440,437520,114
282705,431447,111
282887,441852,102
282887,455183,112
283269,439734,116
283477,110489,110
283477,123995,112
283477,155544,112
283477,171875,220
283477,207791,110
283477,260966,110
283477,281710,110
283477,281717,111
283477,306161,110
283477,334401,200
283477,416757,110
283553,38965,141
283553,319680,144
283568,179290,112
283604,334942,113
283621,14059,112
283621,157644,113
283621,313902,112
283621,336842,117
283858,33303,111
284251,369933,111
284451,234087,115
284631,193518,114
284767,455183,111
285368,40870,294
285368,272527,153
285372,221638,110
285918,62394,103
286535,215596,102
286553,57389,111
286616,651,113
286616,14758,224
286616,15776,111
286616,19142,114
286616,23246,106
286616,27832,114
286616,29791,112
286616,32267,113
286616,42002,114
286616,46170,111
286616,46232,112
286616,52941,112
286616,70929,104
286616,77647,111
286616,92466,102
286616,117677,116
286616,126214,115
286616,132672,113
286616,138434,112
286616,151839,123
286616,153336,111
286616,159095,102
286616,165267,111
286616,165337,112
286616,171644,112
286616,183087,111
286616,190463,113
286616,203728,111
286616,212743,116
286616,213695,112
286616,215522,116
286616,217382,111
286616,221614,112
286616,225585,112
286616,226820,114
286616,229037,122
286616,241274,112
286616,245994,113
286616,250962,126
286616,259962,117
286616,268061,113
286616,268081,114
286616,271930,115
286616,293737,111
286616,294219,114
286616,302307,112
286616,303828,112
286616,305588,125
286616,310944,111
286616,318333,229
286616,331490,111
286616,331510,111
286616,342777,111
286616,343360,112
286616,364449,113
286616,381982,213
286616,385091,113
286616,396445,112
286616,397692,122
286616,399053,112
286616,399926,102
286616,404250,111
286616,412324,111
286616,418408,124
286616,418560,113
286616,430292,114
286616,432478,112
286616,435265,111
286616,441751,121
286616,448601,114
286616,449489,114
286616,451019,112
286780,222604,112
286790,226828,113
286923,399192,113
287007,29940,117
287007,342816,113
287022,82278,113
287434,181845,111
287470,13753,112
287930,37543,101
287930,350055,110
287996,257040,111
288003,1423,112
288061,298828,222
288362,84773,111
288422,290227,111
288474,124272,112
288615,356067,103
288665,232085,112
288699,320496,116
288843,303776,113
288932,426588,131
288932,461686,117
288956,239235,112
288956,432742,101
289019,180009,112
289019,287467,114
289113,20388,127
289401,272733,111
289418,337671,116
289481,230807,115
289491,294713,111
289743,291877,111
290073,216019,111
290201,307588,113
290203,374962,112
290246,388461,113
290356,63489,112
290528,170572,114
290565,170372,112
290976,69735,110
291195,131298,112
291283,300559,223
291284,27993,111
291285,11296,110
291472,296989,115
291472,417992,114
291482,259467,110
291482,336131,111
291938,216842,111
291984,8827,112
292065,252344,111
292102,133549,111
292102,220599,112
292102,260415,111
292344,29114,113
292344,461686,126
292365,403760,224
292466,298213,113
292675,350140,114
292706,225829,112
292706,352115,112
292806,363030,111
293077,346673,116
293206,379092,111
293501,445821,111
293600,55044,112
294027,222333,111
294088,122529,113
294088,162024,112
294152,63899,111
294255,399192,379
294269,348947,101
294308,21757,111
294308,264379,111
294377,30308,112
294572,128908,113
294613,458348,110
294706,7943,102
294970,401074,111
294978,317744,112
294981,357474,112
295158,229382,108
295182,420960,112
295185,95598,102
295217,237422,112
295220,335630,125
295358,129926,111
295384,33912,119
295435,325583,114
295588,231482,114
295588,437293,115
295727,37976,113
295742,365015,113
296024,236512,113
296167,302858,112
296218,257410,112
296267,338435,111
296401,48115,113
296401,321984,111
296424,417230,111
296431,416017,112
296575,9199,111
296575,166122,111
296577,53091,102
296577,464845,111
296577,465216,102
296947,106305,111
297008,100282,111
297120,331381,112
297120,348949,111
297634,190000,114
297639,77777,111
297795,8519,112
297868,126252,110
298070,145386,111
298140,153421,110
298235,458919,111
298508,406412,121
298539,451806,111
298911,241555,112
299049,24957,103
299094,27190,113
299259,153889,111
299518,93414,101
299636,34853,101
299720,234033,121
299720,260878,120
299845,387549,113
300055,132683,124
300118,157459,115
300210,289922,101
300259,257040,112
300272,143310,111
300311,350291,101
300384,396732,112
300421,56630,111
300506,26188,102
300882,26154,111
300941,303229,112
301177,80435,111
301189,257040,122
301201,256432,115
301341,28144,112
301487,368403,111
301496,187697,110
301496,360903,110
301496,461686,111
301846,420960,122
302022,63651,102
302094,413874,111
302183,226496,126
302190,197561,111
302190,296795,113
302394,369112,112
302488,312717,111
302544,214737,111
302769,86686,221
302769,460648,110
303083,10572,112
303083,461686,111
303100,233767,113
303182,257040,111
303244,260878,110
303381,29757,111
303381,32361,111
303381,40140,110
303381,50923,111
303381,53524,112
303381,63012,111
303381,76426,121
303381,78268,110
303381,85447,111
303381,89901,111
303381,105823,121
303381,122604,114
303381,123664,110
303381,134947,110
303381,148439,111
303381,162046,110
303381,172103,111
303381,174409,112
303381,199408,112
303381,201816,120
303381,212589,111
303381,213829,110
303381,217548,110
303381,219782,111
303381,219822,111
303381,222106,111
303381,226567,112
303381,235946,111
303381,242821,114
303381,259384,101
303381,263086,111
303381,268755,111
303381,283740,112
303381,303161,114
303381,305520,111
303381,312728,111
303381,343375,112
303381,348326,111
303381,350372,110
303381,367514,111
303381,381375,111
303381,384157,112
303381,393142,111
303381,444365,112
303381,449391,110
303381,452908,112
303406,109312,115
303412,47940,222
303412,184909,222
303412,364328,223
303436,424387,111
303466,257040,119
303469,342367,110
303480,252203,104
303586,449280,112
303706,119586,113
304325,322342,220
304328,144540,104
304654,29196,102
304854,324290,112
304883,346534,112
304883,347105,112
305234,296968,112
305404,225770,226
305493,12827,111
305493,144076,111
305506,338660,111
305782,322123,113
305819,429344,111
306049,291893,118
306294,418347,112
306462,362659,105
306586,441691,124
306731,220468,118
306738,48030,112
306821,266024,111
306887,450760,113
307169,276383,111
307264,379481,122
307276,4001,112
307488,176258,111
307607,26102,113
307607,135864,110
307781,251650,112
307797,380993,113
307943,48030,111
308096,410122,107
308204,279869,102
308270,384895,102
308342,111083,114
308392,309778,113
308421,331244,345
308437,436938,111
308506,278830,117
308563,338660,112
308565,364594,117
308623,155440,111
308817,248568,101
308859,401151,113
309192,414127,114
309265,212907,115
309435,415311,111
309647,19883,114
309763,92960,118
309763,220675,125
309763,244944,113
309843,375118,111
309864,10321,110
309939,184632,104
310032,419225,111
310277,211674,122
310326,76426,111
310353,105743,113
310425,129279,111
310432,320058,115
310500,76447,112
310685,40618,111
310685,381603,110
310748,24509,111
310789,44800,111
310867,2416,115
310883,434609,111
311205,47174,208
311205,437490,117
311402,208270,113
311522,153778,111
311640,399031,115
311886,149965,114
312000,340203,128
312036,33993,115
312082,253642,111
312100,92078,112
312164,86516,113
312233,89688,111
312459,290269,116
312459,372395,110
312582,66117,110
312582,246075,110
312582,299457,111
312582,401617,111
312587,268883,102
312771,461686,125
312976,325384,110
313075,153778,111
313138,67811,111
313179,218626,113
313267,77708,116
313346,27020,111
313350,392187,111
313563,13119,112
314377,447215,112
314388,37029,113
314475,19269,101
314475,133964,104
314555,72777,111
314683,240742,112
314747,304880,113
314809,418099,220
315018,158086,114
315028,226558,111
315252,69247,112
315490,373836,121
315721,167769,101
315753,262646,113
315951,96551,111
316041,417594,103
316151,413902,124
316213,72422,112
316213,90897,110
316213,96375,113
316216,23762,117
